example_id,contract_id,category,label_id,clause_text,normalized_text_sha256,word_count,char_count,fold,split
cuad_01849,INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT.PDF,Ip Ownership Assignment,9,"If Parent or SpinCo is unable to obtain, or to cause to be obtained, any such required consent, substitution, approval, amendment or release as set forth in Section 2.4(a) and the applicable member of the Parent Group continues to be bound by such agreement, lease, license or other obligation or Liability (each, an ""Unreleased SpinCo IP Liability""), SpinCo shall, to the extent not prohibited by Law, as indemnitor, guarantor, agent or subcontractor for such member of the Parent Group, as the case may be, (i) pay, perform and discharge fully all the obligations or other Liabilities of such member of the Parent Group that constitute Unreleased SpinCo IP Liabilities from and after the Effective Time and (ii) use its commercially reasonable efforts to effect such payment, performance or discharge prior to any demand for such payment, performance or discharge is permitted to be made by the obligee thereunder on any member of the Parent Group.",aa1c20c22599553f48c63e180195b568d08f879a76dcdb5c26daa35ffe2e8bb5,155,950,9,test
cuad_01850,INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT.PDF,Ip Ownership Assignment,9,"In addition, the member of the Parent Group retaining such Delayed SpinCo IP Asset or such Delayed SpinCo IP Liability shall, insofar as reasonably possible and to the extent permitted by applicable Law, treat such Delayed SpinCo IP Asset or Delayed SpinCo IP Liability in the ordinary course of business in accordance with past practice and take such other actions as may be reasonably requested by the member of the SpinCo Group to whom such Delayed SpinCo IP Asset is to be transferred or assigned, or which will assume such Delayed SpinCo IP Liability, as the case may be, in order to place such member of the SpinCo Group in a substantially similar position as if such Delayed SpinCo IP Asset or Delayed SpinCo IP Liability had been transferred, assigned or assumed as contemplated hereby and so that all the benefits and burdens relating to such Delayed SpinCo IP Asset or Delayed SpinCo IP Liability, as the case may be, including use, non- abandonment, avoidance from contribution to the public domain, risk of loss, potential for gain, and dominion, control and command over such Delayed SpinCo IP Asset or Delayed SpinCo IP Liability, as the case may be, and all costs and expenses related thereto, shall inure from and after the Effective Time to the SpinCo Group.",8407932927f6ac0ca16b934d061e28cde5e92657383b615a07942b2cbe2c25c9,217,1275,9,test
cuad_01851,INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT.PDF,Ip Ownership Assignment,9,"Parent shall, and shall cause the applicable members of its Group to, contribute, assign, transfer, convey and deliver to SpinCo, or to the applicable SpinCo Designees, and SpinCo shall, and shall cause such SpinCo Designees to, accept from Parent and the applicable members of the Parent Group, all of Parent's and such Parent Group member's respective direct or indirect right, title and interest in and to all of the SpinCo IP Assets (it being understood that if any SpinCo IP Asset shall be held by a Transferred Entity or a wholly owned Subsidiary of a Transferred Entity, such SpinCo IP Asset may be assigned, transferred, conveyed and delivered to SpinCo as a result of the transfer of all of the equity interests in such Transferred Entity from Parent or the applicable members of the Parent Group to SpinCo or the applicable SpinCo Designee);",ee9399b6d01470b81692bc78943777f321767bb694d3358b2d3702b640b87f70,143,851,9,test
cuad_01852,INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT.PDF,License Grant,8,"Notwithstanding the foregoing, it is understood that signage, letterhead, invoices, business cards, promotional materials and similar items may reference the Parent Name or Parent Mark ""MeadWestvaco"" and ""MWV"" in the same manner as used by SpinCo prior to the Effective Time, during a twelve-month phase out period as SpinCo replaces such Parent Name and Parent Mark with the SpinCo Name and SpinCo Mark.",a50cc530c89717b978a9dd11ee304cf9f37c24b942c1906f0dfe634205b1c708,63,404,9,test
cuad_01853,INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT.PDF,Post-Termination Services,7,"Subject to subsections (i)-(iii) of this Section 5.1(a), each Party agrees that prior to the date that is six (6) months after the Effective Time (""Delivery Date""), it will deliver possession of any Tangible/Intangible Information of the other Party that is in its possession or control to the other Party, without retaining any copies.",fab26b80862735ab1bb84e6a8b06f57f1eab654ef6c9b8cc1908cf5125aba5c1,54,336,9,test
cuad_01854,INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.PDF,Audit Rights,0,"Inktomi will permit Microsoft to have access to, and to make copies of, all such books and records for purposes of auditing and verifying such costs and expenses, provided that Microsoft shall give Inktomi reasonable notice prior to each requested audit and shall perform such audit during normal business hours at Inktomi's office(s) where such records are normally kept.",b6e36cd7205de079a170d0d04913b80baf2ae3484fa00b42aa5c8ccf74d48b8a,59,372,8,validation
cuad_01855,INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.PDF,Governing Law,4,"This Agreement shall be construed, enforced, performed and in all respects governed by and in accordance with the laws in the State of Washington.",c2b07ed21047b47c5954363492a6af936544e7f256eab612cc5d58ffe46fe214,24,146,8,validation
cuad_01856,INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.PDF,Insurance,2,Inktomi will maintain insurance (including but not limited<omitted>to liability and property insurance covering the Hosting Servers and Inktomi's operation thereof) in accordance with the requirements set forth in the Software Development Agreement and Loan Agreement between the parties of even date herewith.,5ed4b86fa77fe6768e2e7497aaf55abfe0e2214d85355005c80be558081013e2,42,310,8,validation
cuad_01857,INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.PDF,Ip Ownership Assignment,9,"Inktomi, and Inktomi hereby irrevocably assigns to Microsoft an [*] interest therein.",e4d232723c78f4b32855af4247924fa60163fabe90776d8ad8da8578144f6b4e,12,85,8,validation
cuad_01858,INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.PDF,License Grant,8,"Inktomi will grant to Microsoft an irrevocable, non-exclusive,  royalty-free license to use the Product (and all required underlying Inktomi  Technology) solely in connection with Microsoft's operation of the Microsoft  Search Engine (which license shall include the right to create enhancements and  other derivative works based thereon for use in conjunction therewith) for such  period as Microsoft may require to transition its search engine services to  non-Inktomi technology (the ""Transition Period""), and Inktomi will waive all  royalties otherwise payable pursuant to the Software Development Agreement  and/or the Information Services Agreement between the parties of even date  herewith; for the purposes of this clause (iv), the Transition Period will  commence at such time as Microsoft assumes control over said separate cluster  and begins itself operating the Microsoft Search Engine, and will continue  thereafter for eighteen months (18) or until the<omitted>termination of the Software Development Agreement and Information Services  Agreement (whichever is longer);",eb2ebed0fb8d61da9dd115b5a1e9dd21a6b6d00570cdab46c78f52c1e400bb6e,150,1085,8,validation
cuad_01859,INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.PDF,Post-Termination Services,7,"Notwithstanding anything contained herein to the contrary, should Microsoft exercise its termination right pursuant to this Section 10.2, then Inktomi will have the right to elect, in writing within fifteen (15) days after receipt of Microsoft's notice of termination hereunder, either one of the following two options for a early termination penalty:

                (a)   Inktomi may require Microsoft to pay to Inktomi, in  [*] immediately following the effective termination date, an amount equal to [*] ([*]) of all outstanding principal, interest and other amounts owed or owing to Microsoft by Inktomi on the date of termination under the Loan Agreement (and outstanding Promissory Notes issued thereunder); or

               (b)    Inktomi may deliver that portion of the Collateral (as defined in the Loan Agreement) which was purchased with Advances evidenced by the then-outstanding Promissory Notes (as defined in the Loan Agreement) (the ""Returned Collateral"") to Microsoft, and assign all right, title and interest in





and to said Returned Collateral to Microsoft, and promptly upon such delivery and assignment Inktomi may require Microsoft to pay to Inktomi, in [*]  immediately following the effective date of termination, an amount equal to [*] ([*]) of all outstanding principal, interest and other amounts owed or owing to Microsoft by Inktomi on the date of termination under the Loan Agreement (and outstanding Promissory Notes issued thereunder); provided, however, that the following conditions must be satisfied for Inktomi to be entitled to elect this alternative (b)-<omitted>(i)    Inktomi then owns all of the Returned Collateral and has [*]      the Returned Collateral [*], and [*] other than Lender;

          (ii)   Inktomi obtains any [*] reasonably required by Microsoft from      Inktomi's [*];

          (iii)  the Returned Collateral is returned in good condition and      repair, without any waste or unusual or unreasonable depreciation of      Returned Collateral;

          (iv)   Inktomi has not committed any act for which any portion of the      Returned Collateral might be confiscated by any governmental or private      entity;

          (v)    Inktomi has paid all taxes, assessments or similar obligations      affecting the Returned Collateral that are then due or have then accrued;

          (vi)   Inktomi [*] to Microsoft [*] that [*] of the [*] is [*] and      [*]; and

          (vii)  Inktomi, [*], arranges to deliver the Returned Collateral in a      manner and to a location designated by Microsoft.",d4231266abbd9349497309a2b65c9568f3dab5d7b525bae2c4779a103e7bdb10,372,2572,8,validation
cuad_01860,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Anti-Assignment,1,"This Agreement may not be assigned by either Party without the prior written consent of the other Party; provided, however that either Party may assign this Agreement, in whole or in part, to any of its Affiliates if such Party guarantees the performance of this Agreement by such Affiliate; and provided further that either Party may assign this Agreement to a successor to all or substantially all of the assets of such Party whether by merger, sale of stock, sale of assets or other similar transaction",dbfa3fea5b76ecade370dd07a3e18974245353de7eb7d7108ebae1e67d63fead,86,505,9,test
cuad_01861,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Audit Rights,0,"All costs and expenses incurred in connection with performing any such audit shall be paid by Theravance unless the audit discloses at least a five percent (5%) shortfall, in which case the Recording Party will bear the full cost of the audit for such Calendar Year.",3ca70d5acfa3e5b0838b97274084fed51c0968403c2e5e8ef8f2ad8cbd155af3,46,266,9,test
cuad_01862,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Audit Rights,0,"During normal business hours and with reasonable advance notice to the Recording Party, such records shall be made available for inspection, review and audit, at the request and expense of Theravance, by an independent certified public accountant, or the local equivalent, appointed by Theravance and reasonably acceptable to the Recording Party for the sole purpose of verifying the accuracy of the Recording Party's accounting reports and payments made or to be made pursuant to this<omitted>Agreement; provided, however that such audits may not be performed by Theravance more than once per Calendar Year.",fd373587024664568a6a6a70773fb0bc2246c54efc7b8a4fde3e44aea56605c2,92,608,9,test
cuad_01863,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Cap On Liability,3,"The Party subject to the Force Majeure Event shall not be liable to the other Party for any direct, indirect, consequential, incidental, special, punitive, exemplary or other damages arising out of or relating to the suspension or termination of any of its obligations or duties under this Agreement by reason of the occurrence of a Force Majeure Event, provided such Party complies in all material respects with its obligations under this Section 16.3.",072d2f0e638a65217ff828c8cdaa6751958b01217b7911f48bce511a12f520a4,73,453,9,test
cuad_01864,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Governing Law,4,"This Agreement shall be construed, and the respective rights of the Parties determined, according to the substantive law of the State of Delaware notwithstanding the provisions governing conflict of laws under such Delaware law to the contrary, except matters of intellectual property law which shall be determined in accordance with the intellectual property laws relevant to the intellectual property in question.",a319776ab71f5f80ffec0a3a4e2e6d6099ddf4480b44bdd4f4657ab0fa72548b,61,415,9,test
cuad_01865,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Insurance,2,GSK shall provide written proof of the existence of such insurance to Theravance upon request.,fd2b5f7f921054961b61e061a9ad091f6364a4fc3adb883bc1179f7ac66c428b,15,94,9,test
cuad_01866,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Insurance,2,"Such product liability insurance or self-insured arrangements shall insure against all liability, including without limitation personal injury, physical injury, or property damage arising out of the manufacture, sale, distribution, or marketing of the Collaboration Products",f2211909b6875233358725706e0bc1f5a9c7d892c973171b9576370fe5d98b98,35,274,9,test
cuad_01867,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Ip Ownership Assignment,9,"In the event that this Agreement is terminated by Theravance pursuant to Section 14.2 for material breach by GSK:<omitted>(ii) GSK shall, at its sole expense, transfer to Theravance, or shall cause its designee(s) to transfer to Theravance, ownership of all regulatory filings made or filed for any Collaboration Product that contains a LABA as a single agent (to the extent that any are held in GSK's or such designee(s)'s name), and such transfer to be as permitted by applicable Laws and regulations; otherwise GSK shall cooperate as necessary to permit Theravance to exercise its rights hereunder.",c87912949753adee6fff43f6039a7bf51e9139d9deaf58382b49f96c25814710,96,601,9,test
cuad_01868,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Minimum Commitment,6,GSK shall also use Diligent Efforts to contribute at least one ICS and/or other non-LABA compound to the collaboration for the purpose of developing a combination product and Diligent Efforts to develop an optimal inhaled formulation of Collaboration Product in a device which may be either/or a dry powder inhaler formulation and/or a metered dose inhaler formulation of the Collaboration Compound and Development activities of such may continue in parallel.,1f5463d8aca4e88e475eae93c1a6f12b5f63a8f154d0668aa42ae5e2d4f08817,70,459,9,test
cuad_01869,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Minimum Commitment,6,"Milestone

  Amount               Initiation of Phase I *

  U.S.$10 Million   Initiation of Phase IIa**

  U.S.$10 Million   Initiation of Phase IIb**

  U.S.$5 Million               Initiation of Phase III

  U.S.$25 Million",b78933879c8ac52a4b3f2064f3912e32fa5ac00f4691440e91081168360b6666,27,226,9,test
cuad_01870,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Minimum Commitment,6,"Subject to and consistent with the further Development principles outlined herein, each Party will offer a minimum of four (4) identified LABA compounds to this collaboration, with the intention of commercializing at least one Long-Acting β2 Adrenoceptor Agonist as a single agent and/or as a LABA/ICS Combination Product.",6ed623c057debf64b4239a275ad0e0ff5e388136997b28f85b8d01039004c86c,48,322,9,test
cuad_01871,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Post-Termination Services,7,GSK shall return to Theravance all available formulated and API stocks that contain a Theravance Compound and which are then held by GSK or cause such API stocks to be provided to Theravance if held by a vendor or other Third Party on behalf of GSK.,2af6999cc0268a4bb88fc5830602fcf6eaa3d9d240311c96b778f8e6ee3896dd,46,249,9,test
cuad_01872,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Post-Termination Services,7,"GSK shall, at its sole expense, transfer to Theravance, or shall cause its designee(s) to transfer to Theravance, ownership of all regulatory filings made or filed for any Terminated Development Collaboration Product (to the extent that any are held in GSK's or such designee(s)'s name), but only where the Terminated Collaboration Product contains a Theravance Compound as a single agent and such transfer to be as permitted<omitted>by applicable Laws and regulations.",a237489dcf75c5eb11a2c511b566bb57a95a9efe59f831394e3a5cfda7b830d5,71,469,9,test
cuad_01873,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Post-Termination Services,7,"If after termination of this Agreement either Party subsequently Develops and Commercializes any Long- Acting β2 Adrenoceptor Agonist for the treatment / prophylaxis of respiratory diseases which (i) was never a Pooled Compound or Collaboration Product or (ii) was a GSK Discontinued Compound or a Theravance Discontinued Compound, it will pay to the other Party a royalty on Net Sales of any such products at the rate of 3% for a single-agent product and 2% for the first combination product for a period of 15 years from the date of launch on a Country-by-Country basis; provided, however, that this royalty shall not apply to any compound or product (including new product line extensions and/or re-formulation work) where the original compound or product is, as of the date of signature of this Agreement, already Commercialized.",efc1c5b0ea849a474b2a72627c8fd2ef510905657bd508abbb09383814f4e08f,134,833,9,test
cuad_01874,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Post-Termination Services,7,"If GSK terminates a Collaboration Product at any time after initiation of the first Phase III Study concerning such Collaboration Product, and Development of all other Collaboration Products and Pooled Compounds have been discontinued for Technical Failure and/or Commercial Failure, then at the sole election of Theravance, the following shall apply:   (a) GSK shall, at its sole expense, promptly transfer to Theravance copies of all data, reports, records and materials in its possession or control that relate to the Theravance Compounds and return to Theravance, or destroy at Theravance's request, all relevant records and materials in its possession or control containing Confidential Information of Theravance (provided that GSK may keep one copy of such Confidential Information of Theravance for archival purposes only in accordance with Section 10.1).   (b) GSK shall, at its sole expense, transfer to Theravance, or shall cause its designee(s) to transfer to Theravance, ownership of all regulatory filings made or filed for the Terminated Development Collaboration Product that contains a LABA as a single agent (to the extent that any are held in GSK's or such designee(s)'s name), such transfer to be as permitted by any Third Party licenses or other such prior rights and applicable Laws and regulations, otherwise GSK shall cooperate as necessary to permit Theravance to exercise its rights hereunder.",f448df6823e2742c060d6911402bc23a09e3b8d9601ad9b2189c16153282b804,216,1418,9,test
cuad_01875,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Post-Termination Services,7,"In the event that this Agreement is terminated by Theravance pursuant to Section 14.2 for material breach by GSK:   (i) GSK shall, at its sole expense, promptly transfer to Theravance copies of all data, reports, records and materials in its possession or control that relate to the Theravance Compounds and return to Theravance, or destroy at Theravance's request, all relevant records and materials in its possession or control containing Confidential Information of Theravance (provided that GSK may keep one copy of such Confidential Information of Theravance for archival purposes only in accordance with Section 10.1). (ii) GSK shall, at its sole expense, transfer to Theravance, or shall cause its designee(s) to transfer to Theravance, ownership of all regulatory filings made or filed for any Collaboration Product that contains a LABA as a single agent (to the extent that any are held in GSK's or such designee(s)'s name), and such transfer to be as permitted by applicable Laws and regulations; otherwise GSK shall cooperate as necessary to permit Theravance to exercise its rights hereunder.",8f4c19d37537590e2c75bb5d153ca7eeb4ba805479d768e53fae57ae5295dfe5,173,1104,9,test
cuad_01876,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Post-Termination Services,7,"So long as this Agreement remains in effect and for a period of one (1) year thereafter, neither GSK nor any of its Affiliates may make any public disclosure of any holdings of or disposition of beneficial ownership of Theravance voting securities unless such disclosure is approved in advance in writing by Theravance, such approval not to be unreasonably withheld or delayed.",70ab46cc4594282737f7888e513d97c937d83e28f4b2388710c0bc4f84ddf77c,62,377,9,test
cuad_01877,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Revenue/Profit Sharing,5,"For any Other Collaboration Product launched after the LABA/ICS Combination Product, GSK shall within twenty (20) days after the end of each Calendar Quarter, pay Theravance royalty payments based on Net Sales in such Calendar Quarter during the Term as follows:

Annual Net Sales



Percentage Royalty

                  Up to U.S.$750 Million

  6.5   %                   Additional Net Sales up to U.S.$1.25 Billion

  8.0   %                   Additional Net Sales up to U.S.$2.25 Billion

  9.0   %                   Net Sales exceeding U.S.$2.25 Billion

  10.0   %",3868670b4af0c9f1540e545d268f13e165b4a19af01354ff99f15814bfa4310a,77,571,9,test
cuad_01878,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Revenue/Profit Sharing,5,"If GSK is not selling a LABA/ICS Combination Product, then the royalty set forth in Section 6.3.1 shall apply to the first Other Combination Product launched by GSK, provided such Other Combination Product does not contain a product in-licensed by GSK; if such Other Combination Product contains a product in-licensed by GSK, then the royalty payable to Theravance will be reduced by 50% of any running royalties paid to a Third Party, provided that in no case will the royalty payable to Theravance be less than set forth in this Section 6.3.3.",c03e0f947ac3dbfc40d7291571089582abc6460f9cd65b7458b12de3ac48985b,92,545,9,test
cuad_01879,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Revenue/Profit Sharing,5,The 15% royalty payable on the first U.S. $3 Billion of total annual worldwide Net Sales under this Section 6.3 shall be reduced to 10% if all of the following occur: (i) all Theravance Compounds are discontinued by the collaboration for Technical Failure; (ii) Theravance fails to contribute any Theravance New Compound to the collaboration within 18 months following the Effective Date; and (iii) the Collaboration Product upon which the royalty is payable contains a LABA that is one of the GSK Initially Pooled Compounds. Nothing in the foregoing shall affect other royalties owed under this Agreement.,f965500a30de8b16195174e106c870efd059d06ad4614daed39bff367a98b04f,97,606,9,test
cuad_01880,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Revenue/Profit Sharing,5,The 15% royalty payable on the first U.S. $3 Billion of total annual worldwide Net Sales under this Section 6.3 shall be reduced to 12% if all of the following occur: (i) all Theravance Compounds are discontinued by the collaboration for Technical Failure; (ii) Theravance only contributes one Theravance New Compound to the collaboration within 18 months following the Effective Date; and (iii) the Collaboration Product upon which the royalty is payable contains a LABA that is one of the GSK Initially Pooled Compounds.,48b1d7c37d1dbb264258bca9e4d6fa1757bc9fcb7d6c8ae47dd1348351db0df8,84,522,9,test
cuad_01881,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Revenue/Profit Sharing,5,The quarterly royalty payments made under this Section 6.3.1 may be based on estimated Net Sales.,f6cfae42e735669c2b2dd764d2e03628aeb8853cca0498a59e94697422f3a40a,16,97,9,test
cuad_01882,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Revenue/Profit Sharing,5,"Within thirty (30) days after the end of each Calendar Quarter, GSK shall calculate the actual amount of Net Sales for the previous Calendar Quarter and either credit or debit the difference between such actual and projected amount on the succeeding Calendar Quarter's royalty payment to Theravance.",ad9b7271b41efca6bc29050069035518c7471564e6eff6abd57d652deb94c6af,47,299,9,test
cuad_01883,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Revenue/Profit Sharing,5,"Within twenty (20) days after the end of each Calendar Quarter , GSK shall pay Theravance royalty payments based on Net Sales in such Calendar Quarter during the Term as follows:        On total Annual Worldwide Net Sales up to and including U.S. $3 Billion:

  15   %                   On total Annual Worldwide Net Sales greater than U.S. $3 Billion:

  5   %     it being understood that Net Sales of a single agent Collaboration Product will be combined with Net Sales of a LABA/ICS Combination Product for purposes of the foregoing royalty calculation.",a320127565928a90de4be173529848cfcb9c7c8f7786eeb8b1c12c0026e1688f,89,557,9,test
cuad_01884,"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement.PDF",Anti-Assignment,1,This Agreement shall not be assignable by either party without the prior written consent of the other party.,84e5fc0ebac1205060c1cbf79846711215d31e412bf64a8083f12496e312f1df,18,108,0,train
cuad_01885,"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement.PDF",Governing Law,4,This Agreement is entered into in the State of Texas and shall be interpreted according to the laws of the State of Texas.,3fdc75dfd3d13fee0e1c71fab79c7494649992c0fdcd2c3d29b8a1429f9f04a4,23,122,0,train
cuad_01886,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Anti-Assignment,1,"Except with the prior  written consent of an authorized  officer of BKC,  Franchisee  shall not (a) directly or indirectly sell,  assign,  convey,  give away,  mortgage,  pledge,  hypothecate, charge,  or otherwise  transfer or encumber its rights or obligations under this Agreement,  or assign any of  Franchisee's  rights or delegate any of its duties hereunder;  (b) sell, issue,  offer,  transfer,  convey, give away, or otherwise<omitted>grant or deliver any additional equity interests in the Franchisee, or (c) sell, assign,  transfer,  convey, or give away  substantially all of the assets of the Franchised Restaurant.",2270d0466a9de859644e952cbd3a00bc60323af86748ca2c858e79f5ac334f04,90,628,7,train
cuad_01887,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Anti-Assignment,1,"Except with the prior  written consent  of an  authorized  officer  of BKC,  no  Principal  shall  directly  or indirectly sell,  assign,  convey,  give away,  mortgage,  pledge,  hypothecate, charge,  or  otherwise  transfer  or  encumber  any legal or  beneficial  equity interest in Franchisee.",8fbe4ba6c503c37712193954b37bfe560213d7bf0df9f9e4556ceb3677e287a3,40,297,7,train
cuad_01888,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Audit Rights,0,All profit and loss  statements  and  balance  sheets  shall  be  submitted  to BKC  within fifty-five (45) days after the end of the period covered by the report in a form acceptable to BKC.,ee35b98e418fe523849c735ba16d2656bcafe6f3e94ac470a6c753949b90777e,33,191,7,train
cuad_01889,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Audit Rights,0,BKC  shall  have  the unrestricted right to enter the Franchised Restaurant to conduct such reasonable activities as it deems  necessary to ascertain  compliance  with this Agreement.,bbe53037be99dd20b5c4991080f9daa331be3c6cffe392fcef3fb2dcd8efa791,26,183,7,train
cuad_01890,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Audit Rights,0,"In addition, the Franchisee shall submit to BKC copies of tax returns relating to the Franchisee's  sales at the Franchised  Restaurant at the same time the returns are filed,  and such other  records as BKC may  reasonably request from time to time.",d50426292f9b50a303cf5d01f69c202997086d81789be3f0cf819ac1070040f9,42,250,7,train
cuad_01891,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Audit Rights,0,"ln addition,  the  Franchisee  shall furnish an annual  financial  statement  for the  Franchisee  and not merely the Franchised Restaurant,  which statement shall be certified by a Certified Public Accountant or equivalent.",80f5d4a5d1bdb42389c9d676b5f3028fe8b685aa3394deefc0cea9051c064bd0,31,224,7,train
cuad_01892,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Audit Rights,0,"The Franchisee agrees that BKC or its  representatives,  at BKC's expense shall, at all reasonable times, have the right to examine or audit the books and  accounts of the  Franchisee.",abcb5faf87396eb1a1829465090cecb84caeeee3b78b42d174e3227a729f1f67,30,184,7,train
cuad_01893,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Audit Rights,0,The Franchisee  agrees to keep complete  records of the business and shall furnish BKC with monthly and fiscal  year-to-date  profit and loss statements for the Franchised  Restaurant in the format  prescribed by BKC.,cb89a10e794d62adf2ad28de1ba93a9319306c71cf2c1177b45b4606bd4430d9,33,217,7,train
cuad_01894,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Audit Rights,0,"The  Franchisee  shall  also  submit to BKC  quarterly  balance  sheets  for the Franchisee  itself and not  merely of the  Franchised  Restaurant,  the first of which shall be for the period ending  forty-five  (45) days after the expiration of the first calendar quarter after the Franchised  Restaurant opens.",f831acf4736b1ce3ab19ee4866f5f5dbce5584162b002fccd25937bbe88ae75a,47,312,7,train
cuad_01895,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Audit Rights,0,The  Franchisee  shall  participate  in any  self-audit scheme which may from time to time form part of the Burger King System.,9467cb24e3d41762091d55930a4984538ebbc408d3a6dbd3acf3c56845a7c67f,21,127,7,train
cuad_01896,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Audit Rights,0,The  inspections  may be  conducted  without  prior  notice at any time when the Franchisee or any one of its responsible  employees or representatives is at the Franchised  Restaurant.,5abd64438d3af8d374a9ff13f3bee35079263a9627c269b64c0f7f8c769171d3,28,185,7,train
cuad_01897,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Audit Rights,0,The  inspections  shall be  performed in a manner which minimizes interference with the operation of the Franchised Restaurant.,85c21517247e06c1843e8d30814b10976a79c39c93b17f89810420a561369e59,18,127,7,train
cuad_01898,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Audit Rights,0,"Within ninety (90) days after the close of each fiscal year and at any time on request,  the  Franchisee  shall submit a full disclosure of all  shareholders in the Franchisee,  and of all persons with an interest in the Franchised  Restaurant.",2a904fc99a160b0bcc582fed82bcce78bba3d2868e9b24088176f9b1357f4470,41,244,7,train
